"level","Scenario[Scenario]","Simulated Levels [1][Simulated Levels\Total]","Simulated Levels [1]_3665894367_3665894369[Simulated Levels\CAD Govt 5Y]"
"0","20241018","1.0003517427","1.0003517427"
"0","20241021","0.998893749926","0.998893749926"
"0","20241022","1.00015299879","1.00015299879"
"0","20241023","0.999710626292","0.999710626292"
"0","20241024","1.00012486192","1.00012486192"
"0","20241025","0.999704497192","0.999704497192"
"0","20241028","0.999827783328","0.999827783328"
"0","20241029","1.00029275774","1.00029275774"
"0","20241030","0.999697112722","0.999697112722"
"0","20241031","1.00029109461","1.00029109461"
"0","20241101","0.999566790003","0.999566790003"
"0","20241104","1.00027571593","1.00027571593"
"0","20241105","0.99956365483","0.99956365483"
"0","20241106","0.999615456524","0.999615456524"
"0","20241107","1.00082496306","1.00082496306"
"0","20241108","1.00022570025","1.00022570025"
"0","20241111","1","1"
"0","20241112","0.999023238389","0.999023238389"
"0","20241113","0.999670248067","0.999670248067"
"0","20241114","1.00016207528","1.00016207528"
"0","20241115","1.00017763133","1.00017763133"
"0","20241118","1.00008452759","1.00008452759"
"0","20241119","0.999426539575","0.999426539575"
"0","20241120","0.999420707282","0.999420707282"
"0","20241121","0.999162382127","0.999162382127"
"0","20241122","1.00013861856","1.00013861856"
"0","20241125","1.0011318608","1.0011318608"
"0","20241126","1.0003616931","1.0003616931"
"0","20241127","1.00031304391","1.00031304391"
"0","20241128","1.00017751636","1.00017751636"
"0","20241129","1.00142580433","1.00142580433"
"0","20241202","0.999924871608","0.999924871608"
"0","20241203","0.999725779344","0.999725779344"
"0","20241204","1.00061615608","1.00061615608"
"0","20241205","0.999860266636","0.999860266636"
"0","20241206","1.00124089672","1.00124089672"
"0","20241209","0.999548050108","0.999548050108"
"0","20241210","1.00020467889","1.00020467889"
"0","20241211","0.999437632533","0.999437632533"
"0","20241212","0.999466034793","0.999466034793"
"0","20241213","0.999700291402","0.999700291402"
"0","20241216","1.00003398386","1.00003398386"
"0","20241217","1.0001742012","1.0001742012"
"0","20241218","0.999006637162","0.999006637162"
"0","20241219","0.99920692114","0.99920692114"
"0","20241220","1.00077369212","1.00077369212"
"0","20241223","0.999995583992","0.999995583992"
"0","20241224","0.999934882574","0.999934882574"
"0","20241225","1","1"
"0","20241226","1","1"
"0","20241227","1.00008426763","1.00008426763"
"0","20241230","1.0006899115","1.0006899115"
"0","20241231","1.0001443789","1.0001443789"
"0","20250101","1","1"
"0","20250102","1.00011127694","1.00011127694"
"0","20250103","0.999841890016","0.999841890016"
"0","20250106","1.00007894371","1.00007894371"
"0","20250107","0.99950866347","0.99950866347"
"0","20250108","0.999702332244","0.999702332244"
"0","20250109","0.999903192412","0.999903192412"
"0","20250110","0.998840948044","0.998840948044"
"0","20250113","0.99912219066","0.99912219066"
"0","20250114","0.999666115467","0.999666115467"
"0","20250115","1.00139195219","1.00139195219"
"0","20250116","1.0008434786","1.0008434786"
"0","20250117","1.00051970349","1.00051970349"
"0","20250120","1.00019977828","1.00019977828"
"0","20250121","1.00002844766","1.00002844766"
